geometry,reach,gravity_logistic,gravity_exponential,knn_logistic
POINT (216.57457632147558 255.37250399126242),221,62.11607250983944,112.53253344342194,3.4408930886766753
POINT (1464.1059294486734 663.8396184130615),394,85.37132318801876,187.79112096388445,0.9903527647362572
POINT (1506.5010582508507 1343.016937813251),476,80.92363053806251,217.39367622647714,3.180149910341728
POINT (296.48385154802 1153.4166532720005),369,89.19064069190127,180.6149070815877,4.611716521026832
POINT (2474.7913213983666 1188.6089892758127),442,82.41535309301486,205.05537880583668,1.790962413575442
POINT (4841.530677514765 2731.6354705727426),241,64.76132492406487,121.42265558858806,2.653733352668354
POINT (4950.0618331243995 1235.586750107456),277,51.25608043651372,128.52691822009416,2.527035531617332
POINT (3028.447634813568 1115.4800975127387),454,92.16409471225879,212.46609988898757,4.047293452736765
POINT (3300.9899528411843 3230.7944849290047),447,87.52404236089292,209.8317927621714,3.2699274179798494
POINT (2472.8995085912197 2243.5739786152044),463,88.89997320452979,215.65872863455303,4.131667776859049
POINT (4951.13530324805 1349.3654370888946),272,49.781266730937205,126.71098599812383,3.4155095958425647
POINT (3271.563437498239 550.1764007783908),375,80.9173444897127,180.09456636553128,3.329701594396041
POINT (1653.311273697029 972.0997662260266),438,82.32039014924955,203.59237962667999,3.742393986825769
POINT (1001.5419210081901 3626.1003805065134),385,76.92851260679483,181.12743993574753,3.259098407772485
POINT (4622.606131869699 3162.6614735143717),330,81.83818275161015,162.81824952753405,3.6314345744531975
POINT (2664.8967505538085 4342.083947568535),247,48.0350136538658,115.14649230728803,3.9310263692171157
POINT (4894.529733333501 2763.1459655868002),232,59.22532265219257,115.34985780198015,1.3708855162244626
POINT (4508.092988884271 863.6945472149492),394,88.54915416149947,190.94994121783355,3.3860027315375962
POINT (825.3702249977663 3732.1437365417587),362,78.11931101636794,172.5873317617831,3.781620615155902
POINT (2494.065728454863 4127.8034088397035),310,77.84443875356537,153.20001326853287,2.941962279479552
POINT (273.6369790712805 3725.7686198968677),245,77.83116128538944,129.22765363556016,1.8301432904141288
POINT (4443.218847901687 3688.8547001899565),345,83.02821112803719,169.76856066597472,2.865445536245645
POINT (2255.2802678620774 2276.0326214975607),480,94.18981923720683,224.5651529541655,3.530069033636365
POINT (3026.316557509196 1007.3771752809969),440,91.07555817524208,207.31571874035834,4.301983804670372
POINT (1428.1793263993934 3546.853589785327),399,84.38884493944059,189.14821484185464,1.9181453336146967
POINT (2061.8935294693806 548.7854107611034),375,80.656131490555,178.33921510693784,1.8099434773168772
POINT (4645.218239492373 4286.938042677339),188,42.3075066145978,91.17457706754116,2.3454151905699567
POINT (1890.3966681288393 2585.7876316911925),488,100.1924092435984,229.35116841864212,2.3705240097328777
POINT (818.0782231014341 2527.051670682085),463,107.22782224687953,224.72392496141669,5.036436802055171
POINT (701.052338716687 1978.501594572235),474,118.05118955749165,234.15636900262461,4.750494742779419
POINT (2093.1184647402597 151.14925089024888),268,65.70790156598646,131.02781852347672,2.450762436689007
POINT (4448.590788817191 3467.570863347205),377,81.6368040426619,180.88606213349902,2.9480892102748357
POINT (4510.696397508248 4198.307265251325),226,58.1568104807059,113.16730838249009,3.7239062990524854
POINT (4702.453609501 4346.259987959967),172,34.1918392399669,80.14323996113787,2.6091674617509026
POINT (4854.033603591314 2092.002133261271),293,52.27569242867755,135.76901968860943,3.258502088722005
POINT (1849.163536699402 330.1754465008699),309,74.69987670784433,151.56450819903023,3.4400705501583926
POINT (2953.688670999705 222.3232204304264),297,76.01240520504938,146.88495734259374,2.388076004657323
POINT (768.3094412834032 2439.0279190066626),458,111.38436293010363,224.87732574622203,4.189680928469825
POINT (4879.8373949181705 1648.7812365063248),281,63.1584864120058,134.8697390512894,1.95438316222228
POINT (4673.2366510291195 1968.129224960773),343,75.07784400902364,163.9778760063114,2.544150858571332
POINT (2196.043815215115 980.3851073938672),430,79.7863075214543,200.28332773249667,3.182124725286725
POINT (2458.622659259102 2913.3850891039756),453,88.17364272826907,212.28482279489106,3.9328754289991767
POINT (1376.6331491441777 564.2625383544262),379,84.37401386321514,181.52420043856458,2.729975834178309
POINT (1730.2642029774672 442.0522456549119),322,76.94194148113492,158.81764566344802,2.4794727492355593
POINT (4343.898245031758 523.3921295478925),333,89.21844809288002,169.83642458135157,2.459615414907037
POINT (4951.085595052247 2439.048742617916),246,42.93003573441946,112.18013703357168,3.359585154618316
POINT (3463.0888910958683 2013.1176459721332),450,96.34482059168424,213.53444194810356,3.6406547753271115
POINT (3737.5781469782883 897.2678275547631),464,88.12708167547476,215.2602130860698,3.36518374171548
POINT (993.2989327002689 3234.0390372192155),444,76.68143441327197,201.57159920985802,3.7448389212187285
POINT (4840.849402529853 3788.6746846553656),245,57.98440743387218,118.66813778327928,3.341236962352101
POINT (626.9546766187445 3742.308195901965),320,75.77100607376568,157.8196405114021,3.6161595780130558
POINT (1068.9931106632296 3188.8415414876804),442,77.61250556481855,200.70180129340426,3.201584749293475
POINT (1812.327295757629 4221.333083528106),275,54.39793191326411,128.68668814440662,1.815352324530217
POINT (4200.937130872922 2442.93473141341),437,78.19333076838674,200.08631914276276,3.807491044758149
POINT (2936.792457212147 2858.9697943326073),457,87.48964023905336,212.07651609826024,2.824549003755687
POINT (3853.75413356719 2130.1417376797613),465,86.54631028138151,214.57139490521033,2.142323973792875
POINT (953.8316739630515 2588.1599907966715),482,101.9911344378804,229.44455197438472,2.8059577225484307
POINT (1349.9150121763837 1815.1424850049716),519,91.78724204101434,237.70824718430526,2.6494060419658814
POINT (945.5504384880609 3907.1971424488015),323,71.28793366258301,155.29701230001973,1.9893365537026848
POINT (5006.719754094766 4152.324960563439),155,28.756893993824193,71.58679358346872,2.4182341356910304
POINT (4767.781470739519 3556.048545318256),271,65.52340064965337,134.37020956014996,2.782675327571731
POINT (1868.8026246463521 4103.354000909764),307,67.92952054564277,147.27488782127247,2.429955142560287
