<PARSED TEXT FOR SHEET: 1 / 1 TABS
TAB NAME: final_batch_jobs.csv>index,status,scope,variant,threads,workers,trial,nodes,edges,origins,destinations,load_s,prepare_s,csr_s,metrics_s,export_s,total_s,process_cpu_s,process_peak_rss_kib,rss_after_bytes,read_bytes_delta,write_bytes_delta,input_file_bytes,output_file_bytes,outputs,arrays,round
63,measured,synthetic_component_pipeline,candidate,2,2,1,4096,8064,512,2048,0.0017167440000775,0.000329832000034,0.0016431250001005,0.0176126489998296,0.018696675000001,0.0399990250000428,0.0630152910000001,216132,221532160,0,196608,335446,190312,"{""result.csv"": ""5c409a8b831c5e8076a8a1ff8f3686cac13d809be1ed87cf6cdb274d01d63a48"", ""result.geojson"": ""5b64dfda9a898cca8297376a4bcd0345ed457ec7eb97f64c9f588e3d1cf4f308""}","[""5dc60d1b73205fc04f83f9c04ec8f22a5fdbe032b128f435e5b9636fb5be291b"", ""309ecddaa435316c4272db2e67e9eac008ed4ec08727ac520ff44dad0859c57d"", ""8c56dc31f72037ff07a43ac46ee9d8f4672a8bd5f5e072cf05acaa80d512315c"", ""ec7c289464ef44ae58e03f54d20fa1a10ef72ea0b22b511ddbf214d5751b69d0""]",1
64,measured,synthetic_component_pipeline,candidate,2,2,2,4096,8064,512,2048,0.0012004989998786,0.000310872,0.0012058540000907,0.0167089839999334,0.0192375540000284,0.0386637629999313,0.0602860330000001,215940,221540352,0,196608,335446,190312,"{""result.csv"": ""5c409a8b831c5e8076a8a1ff8f3686cac13d809be1ed87cf6cdb274d01d63a48"", ""result.geojson"": ""5b64dfda9a898cca8297376a4bcd0345ed457ec7eb97f64c9f588e3d1cf4f308""}","[""5dc60d1b73205fc04f83f9c04ec8f22a5fdbe032b128f435e5b9636fb5be291b"", ""309ecddaa435316c4272db2e67e9eac008ed4ec08727ac520ff44dad0859c57d"", ""8c56dc31f72037ff07a43ac46ee9d8f4672a8bd5f5e072cf05acaa80d512315c"", ""ec7c289464ef44ae58e03f54d20fa1a10ef72ea0b22b511ddbf214d5751b69d0""]",1
65,measured,synthetic_component_pipeline,candidate,2,2,2,4096,8064,512,2048,0.0012396999998145,0.0002634610000313,0.0012441400001534,0.0195521460000236,0.0203062289999707,0.0426056759999937,0.0681419670000003,216132,221532160,0,196608,335446,190312,"{""result.csv"": ""5c409a8b831c5e8076a8a1ff8f3686cac13d809be1ed87cf6cdb274d01d63a48"", ""result.geojson"": ""5b64dfda9a898cca8297376a4bcd0345ed457ec7eb97f64c9f588e3d1cf4f308""}","[""5dc60d1b73205fc04f83f9c04ec8f22a5fdbe032b128f435e5b9636fb5be291b"", ""309ecddaa435316c4272db2e67e9eac008ed4ec08727ac520ff44dad0859c57d"", ""8c56dc31f72037ff07a43ac46ee9d8f4672a8bd5f5e072cf05acaa80d512315c"", ""ec7c289464ef44ae58e03f54d20fa1a10ef72ea0b22b511ddbf214d5751b69d0""]",1
66,measured,synthetic_component_pipeline,candidate,2,2,2,4096,8064,512,2048,0.0042631560002064,0.0010873939997964,0.0013261060000786,0.016688416000079,0.0194348699999409,0.0427999420001015,0.0646783720000003,215940,221540352,0,196608,335446,190312,"{""result.csv"": ""5c409a8b831c5e8076a8a1ff8f3686cac13d809be1ed87cf6cdb274d01d63a48"", ""result.geojson"": ""5b64dfda9a898cca8297376a4bcd0345ed457ec7eb97f64c9f588e3d1cf4f308""}","[""5dc60d1b73205fc04f83f9c04ec8f22a5fdbe032b128f435e5b9636fb5be291b"", ""309ecddaa435316c4272db2e67e9eac008ed4ec08727ac520ff44dad0859c57d"", ""8c56dc31f72037ff07a43ac46ee9d8f4672a8bd5f5e072cf05acaa80d512315c"", ""ec7c289464ef44ae58e03f54d20fa1a10ef72ea0b22b511ddbf214d5751b69d0""]",1
67,measured,synthetic_component_pipeline,candidate,2,2,2,4096,8064,512,2048,0.0025212060002104,0.00029996499984,0.0019108900000901,0.0173644080000485,0.0191284899999573,0.0412249590001465,0.064383748,216132,221532160,0,196608,335446,190312,"{""result.csv"": ""5c409a8b831c5e8076a8a1ff8f3686cac13d809be1ed87cf6cdb274d01d63a48"", ""result.geojson"": ""5b64dfda9a898cca8297376a4bcd0345ed457ec7eb97f64c9f588e3d1cf4f308""}","[""5dc60d1b73205fc04f83f9c04ec8f22a5fdbe032b128f435e5b9636fb5be291b"", ""309ecddaa435316c4272db2e67e9eac008ed4ec08727ac520ff44dad0859c57d"", ""8c56dc31f72037ff07a43ac46ee9d8f4672a8bd5f5e072cf05acaa80d512315c"", ""ec7c289464ef44ae58e03f54d20fa1a10ef72ea0b22b511ddbf214d5751b69d0""]",1
68,measured,synthetic_component_pipeline,candidate,2,2,2,4096,8064,512,2048,0.0012853860000632,0.0002687419998892,0.0011200860001281,0.0242637510000349,0.0247385069999381,0.0516764720000537,0.0845102139999998,216068,221609984,0,196608,335446,190312,"{""result.csv"": ""5c409a8b831c5e8076a8a1ff8f3686cac13d809be1ed87cf6cdb274d01d63a48"", ""result.geojson"": ""5b64dfda9a898cca8297376a4bcd0345ed457ec7eb97f64c9f588e3d1cf4f308""}","[""5dc60d1b73205fc04f83f9c04ec8f22a5fdbe032b128f435e5b9636fb5be291b"", ""309ecddaa435316c4272db2e67e9eac008ed4ec08727ac520ff44dad0859c57d"", ""8c56dc31f72037ff07a43ac46ee9d8f4672a8bd5f5e072cf05acaa80d512315c"", ""ec7c289464ef44ae58e03f54d20fa1a10ef72ea0b22b511ddbf214d5751b69d0""]",1
69,measured,synthetic_component_pipeline,candidate,2,2,2,4096,8064,512,2048,0.0011916850000943,0.0003168860000641,0.0011279949999334,0.0171859659999427,0.0234327150001263,0.043255247000161,0.066851481,216132,221536256,0,196608,335446,190312,"{""result.csv"": ""5c409a8b831c5e8076a8a1ff8f3686cac13d809be1ed87cf6cdb274d01d63a48"", ""result.geojson"": ""5b64dfda9a898cca8297376a4bcd0345ed457ec7eb97f64c9f588e3d1cf4f308""}","[""5dc60d1b73205fc04f83f9c04ec8f22a5fdbe032b128f435e5b9636fb5be291b"", ""309ecddaa435316c4272db2e67e9eac008ed4ec08727ac520ff44dad0859c57d"", ""8c56dc31f72037ff07a43ac46ee9d8f4672a8bd5f5e072cf05acaa80d512315c"", ""ec7c289464ef44ae58e03f54d20fa1a10ef72ea0b22b511ddbf214d5751b69d0""]",1
70,measured,synthetic_component_pipeline,candidate,2,2,2,4096,8064,512,2048,0.001882366000018,0.000487602000021,0.0012538900000436,0.0174668610000026,0.0207379359999322,0.0418286550000175,0.064838924,216068,221614080,0,196608,335446,190312,"{""result.csv"": ""5c409a8b831c5e8076a8a1ff8f3686cac13d809be1ed87cf6cdb274d01d63a48"", ""result.geojson"": ""5b64dfda9a898cca8297376a4bcd0345ed457ec7eb97f64c9f588e3d1cf4f308""}","[""5dc60d1b73205fc04f83f9c04ec8f22a5fdbe032b128f435e5b9636fb5be291b"", ""309ecddaa435316c4272db2e67e9eac008ed4ec08727ac520ff44dad0859c57d"", ""8c56dc31f72037ff07a43ac46ee9d8f4672a8bd5f5e072cf05acaa80d512315c"", ""ec7c289464ef44ae58e03f54d20fa1a10ef72ea0b22b511ddbf214d5751b69d0""]",1
71,measured,synthetic_component_pipeline,candidate,2,2,2,4096,8064,512,2048,0.001602418000175,0.0003748189999441,0.0014126690000466,0.0181505789998936,0.0213887100001102,0.0429291950001697,0.0667710409999999,216132,221536256,0,196608,335446,190312,"{""result.csv"": ""5c409a8b831c5e8076a8a1ff8f3686cac13d809be1ed87cf6cdb274d01d63a48"", ""result.geojson"": ""5b64dfda9a898cca8297376a4bcd0345ed457ec7eb97f64c9f588e3d1cf4f308""}","[""5dc60d1b73205fc04f83f9c04ec8f22a5fdbe032b128f435e5b9636fb5be291b"", ""309ecddaa435316c4272db2e67e9eac008ed4ec08727ac520ff44dad0859c57d"", ""8c56dc31f72037ff07a43ac46ee9d8f4672a8bd5f5e072cf05acaa80d512315c"", ""ec7c289464ef44ae58e03f54d20fa1a10ef72ea0b22b511ddbf214d5751b69d0""]",1
72,measured,synthetic_component_pipeline,baseline,1,4,0,4096,8064,512,2048,0.0014199260001532,0.0002692499999739,0.2948822159999054,0.0216337360000125,0.0198194869999497,0.3380246149999948,0.3363039149999998,216760,222150656,0,204800,335446,190312,"{""result.csv"": ""5c409a8b831c5e8076a8a1ff8f3686cac13d809be1ed87cf6cdb274d01d63a48"", ""result.geojson"": ""5b64dfda9a898cca8297376a4bcd0345ed457ec7eb97f64c9f588e3d1cf4f308""}","[""5dc60d1b73205fc04f83f9c04ec8f22a5fdbe032b128f435e5b9636fb5be291b"", ""309ecddaa435316c4272db2e67e9eac008ed4ec08727ac520ff44dad0859c57d"", ""8c56dc31f72037ff07a43ac46ee9d8f4672a8bd5f5e072cf05acaa80d512315c"", ""ec7c289464ef44ae58e03f54d20fa1a10ef72ea0b22b511ddbf214d5751b69d0""]",1
73,measured,synthetic_component_pipeline,baseline,1,4,0,4096,8064,512,2048,0.0015752739998333,0.0002687380001589,0.3365253150000171,0.0236464229999455,0.0231570240000564,0.3851727740000115,0.3799110120000002,216768,222089216,0,200704,335446,190312,"{""result.csv"": ""5c409a8b831c5e8076a8a1ff8f3686cac13d809be1ed87cf6cdb274d01d63a48"", ""result.geojson"": ""5b64dfda9a898cca8297376a4bcd0345ed457ec7eb97f64c9f588e3d1cf4f308""}","[""5dc60d1b73205fc04f83f9c04ec8f22a5fdbe032b128f435e5b9636fb5be291b"", ""309ecddaa435316c4272db2e67e9eac008ed4ec08727ac520ff44dad0859c57d"", ""8c56dc31f72037ff07a43ac46ee9d8f4672a8bd5f5e072cf05acaa80d512315c"", ""ec7c289464ef44ae58e03f54d20fa1a10ef72ea0b22b511ddbf214d5751b69d0""]",1
74,measured,synthetic_component_pipeline,baseline,1,4,0,4096,8064,512,2048,0.0012295290000565,0.0003074900000683,0.4021371219998855,0.0224438059999556,0.0268419320000248,0.4529598789999909,0.4485059289999999,216888,222195712,0,200704,335446,190312,"{""result.csv"": ""5c409a8b831c5e8076a8a1ff8f3686cac13d809be1ed87cf6cdb274d01d63a48"", ""result.geojson"": ""5b64dfda9a898cca8297376a4bcd0345ed457ec7eb97f64c9f588e3d1cf4f308""}","[""5dc60d1b73205fc04f83f9c04ec8f22a5fdbe032b128f435e5b9636fb5be291b"", ""309ecddaa435316c4272db2e67e9eac008ed4ec08727ac520ff44dad0859c57d"", ""8c56dc31f72037ff07a43ac46ee9d8f4672a8bd5f5e072cf05acaa80d512315c"", ""ec7c289464ef44ae58e03f54d20fa1a10ef72ea0b22b511ddbf214d5751b69d0""]",1
75,measured,synthetic_component_pipeline,baseline,1,4,0,4096,8064,512,2048,0.0014462699998603,0.0002718230000482,0.5447423410000738,0.0344188330000179,0.0300071350000052,0.6108864020000055,0.5646657309999998,216500,222068736,0,200704,335446,190312,"{""result.csv"": ""5c409a8b831c5e8076a8a1ff8f3686cac13d809be1ed87cf6cdb274d01d63a48"", ""result.geojson"": ""5b64dfda9a898cca8297376a4bcd0345ed457ec7eb97f64c9f588e3d1cf4f308""}","[""5dc60d1b73205fc04f83f9c04ec8f22a5fdbe032b128f435e5b9636fb5be291b"", ""309ecddaa435316c4272db2e67e9eac008ed4ec08727ac520ff44dad0859c57d"", ""8c56dc31f72037ff07a43ac46ee9d8f4672a8bd5f5e072cf05acaa80d512315c"", ""ec7c289464ef44ae58e03f54d20fa1a10ef72ea0b22b511ddbf214d5751b69d0""]",1
76,measured,synthetic_component_pipeline,baseline,1,4,0,4096,8064,512,2048,0.0019140189999689,0.000619381999968,0.3706209479998961,0.0188823850000972,0.0197625389998847,0.411799272999815,0.4095455590000001,216888,222232576,0,200704,335446,190312,"{""result.csv"": ""5c409a8b831c5e8076a8a1ff8f3686cac13d809be1ed87cf6cdb274d01d63a48"", ""result.geojson"": ""5b64dfda9a898cca8297376a4bcd0345ed457ec7eb97f64c9f588e3d1cf4f308""}","[""5dc60d1b73205fc04f83f9c04ec8f22a5fdbe032b128f435e5b9636fb5be291b"", ""309ecddaa435316c4272db2e67e9eac008ed4ec08727ac520ff44dad0859c57d"", ""8c56dc31f72037ff07a43ac46ee9d8f4672a8bd5f5e072cf05acaa80d512315c"", ""ec7c289464ef44ae58e03f54d20fa1a10ef72ea0b22b511ddbf214d5751b69d0""]",1
77,measured,synthetic_component_pipeline,baseline,1,4,0,4096,8064,512,2048,0.0016573800000969,0.0007670709999274,0.3981260279999787,0.0218897310001011,0.0278774639998573,0.4503176739999617,0.4434734949999996,216896,222236672,0,204800,335446,190312,"{""result.csv"": ""5c409a8b831c5e8076a8a1ff8f3686cac13d809be1ed87cf6cdb274d01d63a48"", ""result.geojson"": ""5b64dfda9a898cca8297376a4bcd0345ed457ec7eb97f64c9f588e3d1cf4f308""}","[""5dc60d1b73205fc04f83f9c04ec8f22a5fdbe032b128f435e5b9636fb5be291b"", ""309ecddaa435316c4272db2e67e9eac008ed4ec08727ac520ff44dad0859c57d"", ""8c56dc31f72037ff07a43ac46ee9d8f4672a8bd5f5e072cf05acaa80d512315c"", ""ec7c289464ef44ae58e03f54d20fa1a10ef72ea0b22b511ddbf214d5751b69d0""]",1
78,measured,synthetic_component_pipeline,baseline,1,4,0,4096,8064,512,2048,0.0028404160000263,0.0002631059999202,0.4872934239999722,0.0359285530000761,0.0324207099999966,0.5587462089999917,0.5545160600000001,217016,222371840,0,200704,335446,190312,"{""result.csv"": ""5c409a8b831c5e8076a8a1ff8f3686cac13d809be1ed87cf6cdb274d01d63a48"", ""result.geojson"": ""5b64dfda9a898cca8297376a4bcd0345ed457ec7eb97f64c9f588e3d1cf4f308""}","[""5dc60d1b73205fc04f83f9c04ec8f22a5fdbe032b128f435e5b9636fb5be291b"", ""309ecddaa435316c4272db2e67e9eac008ed4ec08727ac520ff44dad0859c57d"", ""8c56dc31f72037ff07a43ac46ee9d8f4672a8bd5f5e072cf05acaa80d512315c"", ""ec7c289464ef44ae58e03f54d20fa1a10ef72ea0b22b511ddbf214d5751b69d0""]",1
79,measured,synthetic_component_pipeline,baseline,1,4,0,4096,8064,512,2048,0.0022816599998805,0.0003811770000083,0.4613014400001702,0.0189216889998533,0.0211351980001381,0.5040211640000507,0.4999910919999997,216756,222334976,0,200704,335446,190312,"{""result.csv"": ""5c409a8b831c5e8076a8a1ff8f3686cac13d809be1ed87cf6cdb274d01d63a48"", ""result.geojson"": ""5b64dfda9a898cca8297376a4bcd0345ed457ec7eb97f64c9f588e3d1cf4f308""}","[""5dc60d1b73205fc04f83f9c04ec8f22a5fdbe032b128f435e5b9636fb5be291b"", ""309ecddaa435316c4272db2e67e9eac008ed4ec08727ac520ff44dad0859c57d"", ""8c56dc31f72037ff07a43ac46ee9d8f4672a8bd5f5e072cf05acaa80d512315c"", ""ec7c289464ef44ae58e03f54d20fa1a10ef72ea0b22b511ddbf214d5751b69d0""]",1
80,measured,synthetic_component_pipeline,baseline,1,4,1,4096,8064,512,2048,0.0013253170000098,0.0002902219998759,0.2905845840000438,0.0200342499999806,0.0193913660000362,0.3316257389999464,0.321110242,216888,222265344,0,196608,335446,190312,"{""result.csv"": ""5c409a8b831c5e8076a8a1ff8f3686cac13d809be1ed87cf6cdb274d01d63a48"", ""result.geojson"": ""5b64dfda9a898cca8297376a4bcd0345ed457ec7eb97f64c9f588e3d1cf4f308""}","[""5dc60d1b73205fc04f83f9c04ec8f22a5fdbe032b128f435e5b9636fb5be291b"", ""309ecddaa435316c4272db2e67e9eac008ed4ec08727ac520ff44dad0859c57d"", ""8c56dc31f72037ff07a43ac46ee9d8f4672a8bd5f5e072cf05acaa80d512315c"", ""ec7c289464ef44ae58e03f54d20fa1a10ef72ea0b22b511ddbf214d5751b69d0""]",1
81,measured,synthetic_component_pipeline,baseline,1,4,1,4096,8064,512,2048,0.0021660700001575,0.0006639899997935,0.3165780140000152,0.0306755740000426,0.0226961360001496,0.3727797840001585,0.3700675919999998,217152,222511104,0,196608,335446,190312,"{""result.csv"": ""5c409a8b831c5e8076a8a1ff8f3686cac13d809be1ed87cf6cdb274d01d63a48"", ""result.geojson"": ""5b64dfda9a898cca8297376a4bcd0345ed457ec7eb97f64c9f588e3d1cf4f308""}","[""5dc60d1b73205fc04f83f9c04ec8f22a5fdbe032b128f435e5b9636fb5be291b"", ""309ecddaa435316c4272db2e67e9eac008ed4ec08727ac520ff44dad0859c57d"", ""8c56dc31f72037ff07a43ac46ee9d8f4672a8bd5f5e072cf05acaa80d512315c"", ""ec7c289464ef44ae58e03f54d20fa1a10ef72ea0b22b511ddbf214d5751b69d0""]",1
82,measured,synthetic_component_pipeline,baseline,1,4,1,4096,8064,512,2048,0.0022321080000438,0.0003213879999748,0.528580108000142,0.0372097019999273,0.030185590999963,0.5985288970000511,0.5871110159999997,216756,222388224,0,196608,335446,190312,"{""result.csv"": ""5c409a8b831c5e8076a8a1ff8f3686cac13d809be1ed87cf6cdb274d01d63a48"", ""result.geojson"": ""5b64dfda9a898cca8297376a4bcd0345ed457ec7eb97f64c9f588e3d1cf4f308""}","[""5dc60d1b73205fc04f83f9c04ec8f22a5fdbe032b128f435e5b9636fb5be291b"", ""309ecddaa435316c4272db2e67e9eac008ed4ec08727ac520ff44dad0859c57d"", ""8c56dc31f72037ff07a43ac46ee9d8f4672a8bd5f5e072cf05acaa80d512315c"", ""ec7c289464ef44ae58e03f54d20fa1a10ef72ea0b22b511ddbf214d5751b69d0""]",1
83,measured,synthetic_component_pipeline,baseline,1,4,1,4096,8064,512,2048,0.0023559840001325,0.0003938089998882,0.5264660319999166,0.0368075730000327,0.0366928939999979,0.6027162919999682,0.5874813969999999,217144,222441472,0,196608,335446,190312,"{""result.csv"": ""5c409a8b831c5e8076a8a1ff8f3686cac13d809be1ed87cf6cdb274d01d63a48"", ""result.geojson"": ""5b64dfda9a898cca8297376a4bcd0345ed457ec7eb97f64c9f588e3d1cf4f308""}","[""5dc60d1b73205fc04f83f9c04ec8f22a5fdbe032b128f435e5b9636fb5be291b"", ""309ecddaa435316c4272db2e67e9eac008ed4ec08727ac520ff44dad0859c57d"", ""8c56dc31f72037ff07a43ac46ee9d8f4672a8bd5f5e072cf05acaa80d512315c"", ""ec7c289464ef44ae58e03f54d20fa1a10ef72ea0b22b511ddbf214d5751b69d0""]",1
84,measured,synthetic_component_pipeline,baseline,1,4,1,4096,8064,512,2048,0.0022105769999143,0.0002605699999094,0.2865877950000595,0.0193464569999832,0.0189431599999352,0.3273485589998017,0.3226263600000001,216888,222281728,0,196608,335446,190312,"{""result.csv"": ""5c409a8b831c5e8076a8a1ff8f3686cac13d809be1ed87cf6cdb274d01d63a48"", ""result.geojson"": ""5b64dfda9a898cca8297376a4bcd0345ed457ec7eb97f64c9f588e3d1cf4f308""}","[""5dc60d1b73205fc04f83f9c04ec8f22a5fdbe032b128f435e5b9636fb5be291b"", ""309ecddaa435316c4272db2e67e9eac008ed4ec08727ac520ff44dad0859c57d"", ""8c56dc31f72037ff07a43ac46ee9d8f4672a8bd5f5e072cf05acaa80d512315c"", ""ec7c289464ef44ae58e03f54d20fa1a10ef72ea0b22b511ddbf214d5751b69d0""]",1
85,measured,synthetic_component_pipeline,baseline,1,4,1,4096,8064,512,2048,0.0014240069999686,0.0004225999998652,0.3523761100000229,0.0180901290000292,0.0184248109999316,0.3907376569998178,0.3836785549999999,217152,222515200,0,196608,335446,190312,"{""result.csv"": ""5c409a8b831c5e8076a8a1ff8f3686cac13d809be1ed87cf6cdb274d01d63a48"", ""result.geojson"": ""5b64dfda9a898cca8297376a4bcd0345ed457ec7eb97f64c9f588e3d1cf4f308""}","[""5dc60d1b73205fc04f83f9c04ec8f22a5fdbe032b128f435e5b9636fb5be291b"", ""309ecddaa435316c4272db2e67e9eac008ed4ec08727ac520ff44dad0859c57d"", ""8c56dc31f72037ff07a43ac46ee9d8f4672a8bd5f5e072cf05acaa80d512315c"", ""ec7c289464ef44ae58e03f54d20fa1a10ef72ea0b22b511ddbf214d5751b69d0""]",1
86,measured,synthetic_component_pipeline,baseline,1,4,1,4096,8064,512,2048,0.0024639250000291,0.000279662000139,0.5355421529998239,0.033406560000003,0.0329356340000686,0.6046279340000638,0.6018070769999997,216756,222404608,0,196608,335446,190312,"{""result.csv"": ""5c409a8b831c5e8076a8a1ff8f3686cac13d809be1ed87cf6cdb274d01d63a48"", ""result.geojson"": ""5b64dfda9a898cca8297376a4bcd0345ed457ec7eb97f64c9f588e3d1cf4f308""}","[""5dc60d1b73205fc04f83f9c04ec8f22a5fdbe032b128f435e5b9636fb5be291b"", ""309ecddaa435316c4272db2e67e9eac008ed4ec08727ac520ff44dad0859c57d"", ""8c56dc31f72037ff07a43ac46ee9d8f4672a8bd5f5e072cf05acaa80d512315c"", ""ec7c289464ef44ae58e03f54d20fa1a10ef72ea0b22b511ddbf214d5751b69d0""]",1
87,measured,synthetic_component_pipeline,baseline,1,4,1,4096,8064,512,2048,0.0047290770000927,0.0004009839999525,0.5314759719999529,0.0332501230000161,0.0313418920000003,0.6011980480000148,0.6011525180000001,217144,222457856,0,196608,335446,190312,"{""result.csv"": ""5c409a8b831c5e8076a8a1ff8f3686cac13d809be1ed87cf6cdb274d01d63a48"", ""result.geojson"": ""5b64dfda9a898cca8297376a4bcd0345ed457ec7eb97f64c9f588e3d1cf4f308""}","[""5dc60d1b73205fc04f83f9c04ec8f22a5fdbe032b128f435e5b9636fb5be291b"", ""309ecddaa435316c4272db2e67e9eac008ed4ec08727ac520ff44dad0859c57d"", ""8c56dc31f72037ff07a43ac46ee9d8f4672a8bd5f5e072cf05acaa80d512315c"", ""ec7c289464ef44ae58e03f54d20fa1a10ef72ea0b22b511ddbf214d5751b69d0""]",1
88,measured,synthetic_component_pipeline,baseline,1,4,2,4096,8064,512,2048,0.0018206060001375,0.0003060579999782,0.2968007130000387,0.0191504199999599,0.0201648069999009,0.3382426040000155,0.3262524679999998,216888,222318592,0,196608,335446,190312,"{""result.csv"": ""5c409a8b831c5e8076a8a1ff8f3686cac13d809be1ed87cf6cdb274d01d63a48"", ""result.geojson"": ""5b64dfda9a898cca8297376a4bcd0345ed457ec7eb97f64c9f588e3d1cf4f308""}","[""5dc60d1b73205fc04f83f9c04ec8f22a5fdbe032b128f435e5b9636fb5be291b"", ""309ecddaa435316c4272db2e67e9eac008ed4ec08727ac520ff44dad0859c57d"", ""8c56dc31f72037ff07a43ac46ee9d8f4672a8bd5f5e072cf05acaa80d512315c"", ""ec7c289464ef44ae58e03f54d20fa1a10ef72ea0b22b511ddbf214d5751b69d0""]",1
89,measured,synthetic_component_pipeline,baseline,1,4,2,4096,8064,512,2048,0.0039455999999518,0.0003773589999127,0.3373138450001534,0.039418378999926,0.0296831129999191,0.4107382959998631,0.4070885529999999,217152,222552064,0,196608,335446,190312,"{""result.csv"": ""5c409a8b831c5e8076a8a1ff8f3686cac13d809be1ed87cf6cdb274d01d63a48"", ""result.geojson"": ""5b64dfda9a898cca8297376a4bcd0345ed457ec7eb97f64c9f588e3d1cf4f308""}","[""5dc60d1b73205fc04f83f9c04ec8f22a5fdbe032b128f435e5b9636fb5be291b"", ""309ecddaa435316c4272db2e67e9eac008ed4ec08727ac520ff44dad0859c57d"", ""8c56dc31f72037ff07a43ac46ee9d8f4672a8bd5f5e072cf05acaa80d512315c"", ""ec7c289464ef44ae58e03f54d20fa1a10ef72ea0b22b511ddbf214d5751b69d0""]",1
90,measured,synthetic_component_pipeline,baseline,1,4,2,4096,8064,512,2048,0.0027147719999902,0.0003796890000558,0.5377342490000956,0.0323152089999894,0.0353737220000311,0.6085176410001623,0.5995900500000002,217144,222490624,0,196608,335446,190312,"{""result.csv"": ""5c409a8b831c5e8076a8a1ff8f3686cac13d809be1ed87cf6cdb274d01d63a48"", ""result.geojson"": ""5b64dfda9a898cca8297376a4bcd0345ed457ec7eb97f64c9f588e3d1cf4f308""}","[""5dc60d1b73205fc04f83f9c04ec8f22a5fdbe032b128f435e5b9636fb5be291b"", ""309ecddaa435316c4272db2e67e9eac008ed4ec08727ac520ff44dad0859c57d"", ""8c56dc31f72037ff07a43ac46ee9d8f4672a8bd5f5e072cf05acaa80d512315c"", ""ec7c289464ef44ae58e03f54d20fa1a10ef72ea0b22b511ddbf214d5751b69d0""]",1
91,measured,synthetic_component_pipeline,baseline,1,4,2,4096,8064,512,2048,0.0026802090001183,0.0004164529998433,0.5341509209999913,0.0389487900001768,0.0345129019999603,0.6107092750000902,0.5972605059999996,216884,222474240,0,196608,335446,190312,"{""result.csv"": ""5c409a8b831c5e8076a8a1ff8f3686cac13d809be1ed87cf6cdb274d01d63a48"", ""result.geojson"": ""5b64dfda9a898cca8297376a4bcd0345ed457ec7eb97f64c9f588e3d1cf4f308""}","[""5dc60d1b73205fc04f83f9c04ec8f22a5fdbe032b128f435e5b9636fb5be291b"", ""309ecddaa435316c4272db2e67e9eac008ed4ec08727ac520ff44dad0859c57d"", ""8c56dc31f72037ff07a43ac46ee9d8f4672a8bd5f5e072cf05acaa80d512315c"", ""ec7c289464ef44ae58e03f54d20fa1a10ef72ea0b22b511ddbf214d5751b69d0""]",1
92,measured,synthetic_component_pipeline,baseline,1,4,2,4096,8064,512,2048,0.0012239950001458,0.0004504419998738,0.2629697760000908,0.0189236450000862,0.0194180039998173,0.3029858620000141,0.2983898249999996,217016,222367744,0,196608,335446,190312,"{""result.csv"": ""5c409a8b831c5e8076a8a1ff8f3686cac13d809be1ed87cf6cdb274d01d63a48"", ""result.geojson"": ""5b64dfda9a898cca8297376a4bcd0345ed457ec7eb97f64c9f588e3d1cf4f308""}","[""5dc60d1b73205fc04f83f9c04ec8f22a5fdbe032b128f435e5b9636fb5be291b"", ""309ecddaa435316c4272db2e67e9eac008ed4ec08727ac520ff44dad0859c57d"", ""8c56dc31f72037ff07a43ac46ee9d8f4672a8bd5f5e072cf05acaa80d512315c"", ""ec7c289464ef44ae58e03f54d20fa1a10ef72ea0b22b511ddbf214d5751b69d0""]",1
93,measured,synthetic_component_pipeline,baseline,1,4,2,4096,8064,512,2048,0.0020952929999111,0.0003030760001365,0.3087099389999821,0.0239076819998445,0.0372208340002089,0.3722368240000833,0.3710397119999999,217280,222601216,0,196608,335446,190312,"{""result.csv"": ""5c409a8b831c5e8076a8a1ff8f3686cac13d809be1ed87cf6cdb274d01d63a48"", ""result.geojson"": ""5b64dfda9a898cca8297376a4bcd0345ed457ec7eb97f64c9f588e3d1cf4f308""}","[""5dc60d1b73205fc04f83f9c04ec8f22a5fdbe032b128f435e5b9636fb5be291b"", ""309ecddaa435316c4272db2e67e9eac008ed4ec08727ac520ff44dad0859c57d"", ""8c56dc31f72037ff07a43ac46ee9d8f4672a8bd5f5e072cf05acaa80d512315c"", ""ec7c289464ef44ae58e03f54d20fa1a10ef72ea0b22b511ddbf214d5751b69d0""]",1
94,measured,synthetic_component_pipeline,baseline,1,4,2,4096,8064,512,2048,0.0020886390000214,0.0004146079998008,0.5279836250001608,0.0377474379999966,0.0340512959999159,0.6022856059998958,0.6020311699999992,217144,221523968,0,196608,335446,190312,"{""result.csv"": ""5c409a8b831c5e8076a8a1ff8f3686cac13d809be1ed87cf6cdb274d01d63a48"", ""result.geojson"": ""5b64dfda9a898cca8297376a4bcd0345ed457ec7eb97f64c9f588e3d1cf4f308""}","[""5dc60d1b73205fc04f83f9c04ec8f22a5fdbe032b128f435e5b9636fb5be291b"", ""309ecddaa435316c4272db2e67e9eac008ed4ec08727ac520ff44dad0859c57d"", ""8c56dc31f72037ff07a43ac46ee9d8f4672a8bd5f5e072cf05acaa80d512315c"", ""ec7c289464ef44ae58e03f54d20fa1a10ef72ea0b22b511ddbf214d5751b69d0""]",1
